,slant_mean,slant_std,slant_entropy,space_mean,space_std,space_entropy,space1_std,space1_mean,space1_entropy,height_mean,height_std,height_entropy,height1_mean,height1_std,height1_entropy,height2_mean,height2_std,height2_entropy,area_mean,area_std,area_entropy,extent_mean,extent_std,extent_entropy,solidity_mean,solidity_std,solidity_entropy,target
a01-003.png,45.10169491525424,0.3022466864428306,0.1389880936326784,94.8970588235294,26.593420076204588,3.0634170534075653,30.479143871206983,67.57998574610704,3.2997136534366462,52.99558239669143,19.89501165238171,2.619974551574682,64.9322033898305,14.929057557389648,2.277707092449626,186.9090909090909,45.69782171056853,2.59948328967027,11.01684439001025,2.4121048483405163,2.166019055110986,0.1619642523572927,0.0487934895347016,1.089091158166689,0.2835968148407668,0.0782289919210235,1.5868536456979638,0
a01-011u.png,102.83098591549296,13.193026236671091,3.3976969081656967,79.35483870967742,31.42635876098256,3.365299754326746,40.82726400499861,71.83414681078416,3.564647758700695,46.9383694830871,16.416363362835174,2.256741106096684,58.875,19.115102740445256,2.5386976453263355,179.8,10.108302418199496,1.382053725693543,14.434020427493635,1.913394720072776,1.661273666669194,0.2750650458404832,0.0875739405784565,1.5531074133454648,0.3872178733266498,0.121506839786614,1.843708416591074,0
a01-014x.png,59.8974358974359,8.2003591909913,2.701037459136731,66.27118644067797,17.147249133013922,2.612739327921444,31.92806991639835,52.66039068758798,3.422364296634451,56.69012832660721,15.43318503868593,2.160322153265316,75.75675675675676,34.87344331924842,3.4359669040411864,195.0,64.66838485689897,2.3142465351822787,13.607997426468197,2.557806499753566,1.9114756058080304,0.1728048843098476,0.0578111559663582,1.0642627084466407,0.2549044642577558,0.0891234086574361,1.779902136193848,1
a01-020.png,68.11320754716981,4.258888052941779,2.0591278932902246,75.28846153846153,10.574527700785248,2.0065181421865343,14.266813599834704,67.45386758138368,2.095595407726361,57.22680304330906,16.07050272018973,2.2988761261025594,70.69811320754717,16.126369949891664,2.488176858100478,195.11111111111111,49.367105557355806,1.7066000012820557,11.042455960729802,1.190052686432126,1.1406567014436615,0.1597846651756103,0.0303303677351078,0.2901314942241322,0.2317757050930495,0.0452654170186753,0.4802953806285307,0
a01-020u.png,102.98305084745763,9.16051128286605,2.9742559975338363,82.94339622641509,20.34552020075257,2.816506475753598,26.01372062735116,81.86800487953933,3.1940803888929508,43.664078172486384,8.517725677923309,1.4365522008956892,58.39655172413793,11.138531530732305,1.8319263869413829,179.0,6.548960901462833,1.2387577849659324,14.256139660295688,1.566825761099519,1.5266162481326964,0.247083100480362,0.0518314711929377,1.1197092559733304,0.3652506342289047,0.080913431062557,1.6301086999209202,0
a01-043.png,72.71739130434783,4.665614473153381,2.086149467850999,49.62626262626262,24.643144336705785,2.872482538258519,23.44568750990959,38.5440069114584,2.9742963532026048,77.53460635072804,34.283531610649256,3.392936700382314,95.85148514851484,39.67501299571527,3.364442615263192,193.72727272727272,50.15195092733863,2.054028744215725,12.555378908601703,3.132396706689919,2.4719278919344294,0.1409029949469525,0.0467104472412942,0.3808302772669538,0.2219816189434782,0.0652344373419422,1.451699374771923,0
a01-043u.png,102.5,11.752820422298123,3.1718158424509646,73.72222222222223,24.53524801304703,3.193475698882889,32.552549117916534,69.70222886947779,3.509036596797082,44.24397308284586,12.118551589626398,2.097039709297741,57.950819672131146,11.27222937425612,1.849667577112028,179.8,5.996295152471696,0.860964047443681,14.877657224395534,2.5956727356220948,2.1308397702333566,0.2768485998194039,0.0651500082675861,1.124344922042011,0.3908389000297895,0.0972095027677227,1.512894815489416,0
a01-043x.png,84.82857142857142,5.337124502874528,1.964647722325078,61.88059701492537,27.47999130333984,2.919974063255133,29.620204738995955,55.39815323749768,3.339651235393012,80.76681059535427,28.364191196095444,3.3263078522920995,110.84615384615384,27.585520599502235,3.093489710387388,175.22222222222223,56.14663342039704,2.1510444457265,14.12306005976357,3.2111499753340627,2.4904206279111976,0.1384248459141786,0.044504125533436,0.3743262947899275,0.2062886774073297,0.0596420023415038,1.1055710771623488,0
a01-053.png,53.88333333333333,4.143636352555835,2.048118282064378,74.88888888888889,16.78587001316183,2.405493329327629,33.04658453532329,52.6832025771716,3.334244083270125,98.47636570637872,23.129636268805683,2.836717111497073,120.38181818181818,25.42260333503589,2.745251979701916,176.8181818181818,27.848943182168263,2.284989506157789,37.83951940961644,4.815153426329816,3.0849803388238217,0.3167790206632958,0.0622236669767753,1.0796214282536576,0.4883293298399612,0.1103822948933377,1.952586848261009,0
a01-053x.png,61.18333333333333,9.528014250385835,2.915014548645014,62.625,17.51740206194971,2.616531951637269,18.668192005829862,40.343164769720495,2.5082943186428936,66.80114393608585,19.03295848247112,2.7163345929907448,89.82456140350877,23.032488729799365,3.054221973395033,185.9,33.20123826338744,2.3142465351822787,17.129281136894026,2.97449583298894,2.4495293820393416,0.1938380496970571,0.0369275199373775,0.3662285653857465,0.284177272473301,0.0553367911109354,1.13154619150545,0
